Date,ID,Click Cost
2015-01-01 12:39:11,82088387591798784,6.011843
2015-01-01 12:39:14,7669127112413278208,11.486270
2015-01-01 12:40:57,5024276707156312064,0.000000
2015-01-01 12:40:40,3240564392558022656,0.000000
2015-01-01 12:40:52,1262662734330927104,12.128742
2015-01-01 12:40:47,3906667150232125440,6.406267
2015-01-01 12:40:51,1124076853582728192,0.000000
2015-01-01 12:41:51,1707585916514538496,0.000000
2015-01-01 12:44:00,6562547726361677824,0.000000
2015-01-01 12:43:42,5984050013429514240,0.000000
2015-01-01 12:44:01,8634245822155741184,0.000000
2015-01-01 12:44:38,3228955327217565696,0.000000
2015-01-01 12:44:03,5762811465747867648,0.000000
2015-01-01 12:44:54,3450666341073981440,5.154232
2015-01-01 12:46:09,1068369467535431680,0.000000
2015-01-01 12:46:43,3379142832134438912,5.691940
2015-01-01 12:47:38,8491058329841585152,9.783890
2015-01-01 12:50:04,2101478891006439424,0.000000
2015-01-01 12:50:43,6330384312278807552,7.524573
2015-01-01 12:51:40,5590788709587289088,12.082276
2015-01-01 12:51:57,9091772545293281280,13.279141
2015-01-01 12:54:31,4189042897831493632,0.000000
2015-01-01 12:54:26,8014008265147612160,9.384640
2015-01-01 12:54:49,7869475938453142528,11.900187
2015-01-01 12:56:39,939481942083769344,0.000000
2015-01-01 12:56:58,8756374443594259456,12.932000
2015-01-01 12:58:30,4425451289467154432,0.000000
2015-01-01 12:58:32,1928281111551883264,0.000000
2015-01-01 12:59:17,512865360757885952,8.187738
2015-01-01 12:59:29,541711580562437120,8.762051
2015-01-01 13:00:06,20978849417936896,0.000000
2015-01-01 13:01:01,7660594541969759232,5.666520
2015-01-01 13:02:33,1395734434181067776,9.892654
2015-01-01 13:03:52,5778672869814323200,12.062498
2015-01-01 13:06:48,2190336699867794432,0.000000
2015-01-01 13:05:37,726007998685171712,0.000000
2015-01-01 13:05:11,5512341876739049472,0.000000
2015-01-01 13:06:32,7947537199315299328,13.394322
2015-01-01 13:06:39,8049140976081099776,0.000000
2015-01-01 13:07:45,3828055748342126592,0.000000
2015-01-01 13:07:14,2474719928356938752,0.000000
2015-01-01 13:07:51,6278438867578768384,0.000000
2015-01-01 13:08:42,7905339520135711744,10.088657
2015-01-01 13:09:05,7133172841343384576,6.839514
2015-01-01 13:09:37,1872416112240760832,0.000000
2015-01-01 13:10:15,9214982746135430144,13.358980
2015-01-01 13:10:21,996227198156794880,0.000000
2015-01-01 13:10:29,4402509510732690432,0.000000
2015-01-01 13:11:08,4068544839342026752,0.000000
2015-01-01 13:11:27,698103355028681728,0.000000
2015-01-01 13:11:56,7145773486672768000,0.000000
2015-01-01 13:13:29,964547922247517184,0.000000
2015-01-01 13:13:51,1033719516456182784,12.039102
2015-01-01 13:14:59,654607429294052352,10.440585
2015-01-01 13:14:27,3833312453192880128,0.000000
2015-01-01 13:17:29,792431365104724992,0.000000
2015-01-01 13:16:00,8568272877267960832,0.000000
2015-01-01 13:16:11,7946281798479964160,0.000000
2015-01-01 13:17:57,6528550719905746944,0.000000
2015-01-01 13:18:30,4926095723685446656,0.000000
2015-01-01 13:19:27,6889686565452063744,0.000000
2015-01-01 13:19:34,9076460223063991296,12.841215
2015-01-01 13:21:51,1908116512418030592,9.409518
2015-01-01 13:22:07,4305792215682296832,8.716761
2015-01-01 13:23:11,2524132867360568320,9.963065
2015-01-01 13:22:33,6231844286218603520,9.645733
2015-01-01 13:24:06,7701850904638939136,14.144586
2015-01-01 13:23:37,4457597829576961024,0.000000
2015-01-01 13:24:14,6752041510498921472,5.091947
2015-01-01 13:24:15,6874919435206465536,0.000000
2015-01-01 13:24:36,5663069120569549824,0.000000
2015-01-01 13:25:12,4581853876165622784,14.847133
2015-01-01 13:27:06,1246263728414106624,0.000000
2015-01-01 13:27:24,4660357295756858368,0.000000
2015-01-01 13:27:55,6802117266317201408,13.630387
2015-01-01 13:28:22,3522643137446672384,0.000000
2015-01-01 13:28:59,8236989478984743936,0.000000
2015-01-01 13:29:07,2987095954824199168,10.565733
2015-01-01 13:29:38,1520163604927550464,0.000000
2015-01-01 13:31:43,9030277657991694336,11.969265
2015-01-01 13:32:42,8414974034176474112,0.000000
2015-01-01 13:31:45,421362170620341248,8.175409
2015-01-01 13:31:56,3609531296333369344,0.000000
2015-01-01 13:34:10,2318092886951726080,12.882518
2015-01-01 13:34:22,3098603521391949824,0.000000
2015-01-01 13:34:26,3444294413375595520,0.000000
2015-01-01 13:34:25,4342198115793169408,9.693906
2015-01-01 13:34:57,5350242314743582720,6.477095
2015-01-01 13:34:58,4183330727011468288,0.000000
2015-01-01 13:36:12,3330035228471878656,0.000000
2015-01-01 13:36:46,3839058439155098624,5.988709
2015-01-01 13:36:51,8529569865783812096,0.000000
2015-01-01 13:36:59,3750591062460906496,6.418619
2015-01-01 13:37:01,5164388372687311872,13.963835
2015-01-01 13:37:56,446551615683076096,13.006683
2015-01-01 13:38:14,2293705015308221440,0.000000
2015-01-01 13:39:16,537115631924696064,9.192767
2015-01-01 13:40:58,3013522964994699264,10.783788
2015-01-01 13:41:05,2727173053889734656,12.632254
2015-01-01 13:42:16,2375161884095038464,0.000000
2015-01-01 13:44:20,8975260219364667392,10.509095
2015-01-01 13:43:49,2735449222043827200,0.000000
2015-01-01 13:44:35,1708018280886625280,0.000000
2015-01-01 13:46:19,7061271538924085248,14.646653
2015-01-01 13:47:01,1328670460242332672,12.544909
2015-01-01 13:48:31,2990290281467510784,0.000000
2015-01-01 13:50:27,8349808248254808064,0.000000
2015-01-01 13:50:11,5945330764549683200,0.000000
2015-01-01 13:50:37,4667674858820835328,10.713059
2015-01-01 13:51:17,7890089520331064320,5.904378
2015-01-01 13:51:03,806493290077937664,0.000000
2015-01-01 13:51:11,1002697936091352064,12.783961
2015-01-01 13:51:57,6947189688906184704,9.413404
2015-01-01 13:52:13,4957930965565588480,8.539488
2015-01-01 13:52:34,5373695077965353984,8.367653
2015-01-01 13:53:33,1627227594693175296,9.810199
2015-01-01 13:53:22,1335050245164670976,6.317726
2015-01-01 13:52:35,3073026997495075840,0.000000
2015-01-01 13:53:20,7291151952477833216,0.000000
2015-01-01 13:53:38,4136850985733632000,0.000000
2015-01-01 13:54:11,1774735063399916544,0.000000
2015-01-01 13:55:45,183095194467047424,14.391221
2015-01-01 13:57:44,3475267003911054336,0.000000
2015-01-01 13:58:45,6826716971538768896,14.189149
2015-01-01 13:58:42,6670200273062304768,0.000000
2015-01-01 13:59:40,2777524140487026688,0.000000
2015-01-01 14:00:20,1431434462604916736,5.383036
2015-01-01 14:01:01,1438735078565409792,11.876915
2015-01-01 14:01:07,1977777622382210048,0.000000
2015-01-01 14:01:39,6895372295515421696,0.000000
2015-01-01 14:01:35,881799961742608384,8.689386
2015-01-01 14:01:36,4647406751761208320,0.000000
2015-01-01 14:01:37,4810050995979633664,0.000000
2015-01-01 14:03:29,6257176584687902720,0.000000
2015-01-01 14:03:47,6616244880354183168,0.000000
2015-01-01 14:03:51,7503349771689835520,10.384155
2015-01-01 14:05:13,988215684176374784,0.000000
2015-01-01 14:06:14,5285510587013155840,0.000000
2015-01-01 14:06:41,1653024071168870400,12.920053
2015-01-01 14:08:08,4440538093876107264,11.081571
2015-01-01 14:08:11,3556023516645310464,13.885084
2015-01-01 14:08:58,4499296627977718784,12.594804
2015-01-01 14:08:54,3197218276439047168,0.000000
2015-01-01 14:10:30,3513307340493357056,0.000000
2015-01-01 14:10:50,5887849943546849280,0.000000
2015-01-01 14:12:41,2043693608887325696,5.033118
2015-01-01 14:12:14,4030737238638620672,0.000000
2015-01-01 14:13:03,2145966049157970944,10.134614
2015-01-01 14:13:03,4761497092648901632,13.391864
2015-01-01 14:12:47,2310047871964411904,0.000000
2015-01-01 14:13:38,8923510898354010112,0.000000
2015-01-01 14:13:43,5797419749477234688,13.740241
2015-01-01 14:14:18,8107407199625117696,0.000000
2015-01-01 14:14:03,15814627725908992,8.583707
2015-01-01 14:14:43,7349407068557271040,0.000000
2015-01-01 14:16:48,2945581154066529280,0.000000
2015-01-01 14:16:11,7051564945959385088,0.000000
2015-01-01 14:17:53,5188155272301969408,11.746639
2015-01-01 14:17:30,6936014300084669440,0.000000
2015-01-01 14:17:45,5080246696041948160,11.199628
2015-01-01 14:18:36,2900484649352103936,0.000000
2015-01-01 14:18:24,117284760811896832,14.830838
2015-01-01 14:19:02,1336435560287300608,7.919873
2015-01-01 14:19:33,8263688097786414080,0.000000
2015-01-01 14:19:56,5019991659886746624,0.000000
2015-01-01 14:22:05,8537281939893923840,13.659484
2015-01-01 14:22:33,2262730465697349632,0.000000
2015-01-01 14:23:39,4448055788759653376,0.000000
2015-01-01 14:23:40,6493420439964382208,8.971816
2015-01-01 14:24:07,5660121142296366080,0.000000
2015-01-01 14:25:03,4969576955448595456,0.000000
2015-01-01 14:25:38,7031339018756908032,0.000000
2015-01-01 14:24:48,6996038567533210624,0.000000
2015-01-01 14:25:16,7195081590926087168,9.894497
2015-01-01 14:25:59,2927281514475619328,0.000000
2015-01-01 14:26:09,6985929538244262912,11.338456
2015-01-01 14:26:56,15586317753607168,0.000000
2015-01-01 14:28:07,3539123981191882752,0.000000
2015-01-01 14:27:35,2841439799413426176,0.000000
2015-01-01 14:27:55,4297185386667751424,13.557754
2015-01-01 14:27:56,6159059712038125568,0.000000
2015-01-01 14:28:31,4404022456468277248,11.797662
2015-01-01 14:29:27,1265334403526969344,0.000000
2015-01-01 14:28:35,8381391431120416768,0.000000
2015-01-01 14:30:12,912834479392877568,14.253515
2015-01-01 14:29:43,6327004411842428928,0.000000
2015-01-01 14:29:38,8628302733766106112,10.246392
2015-01-01 14:30:05,7634632099764566016,9.298075
2015-01-01 14:30:44,7672014691629085696,0.000000
2015-01-01 14:30:21,7341335090516096000,15.021847
2015-01-01 14:30:55,785163157694889984,0.000000
2015-01-01 14:31:09,2870695833427115008,6.790168
2015-01-01 14:31:27,1834250158767283200,5.503018
2015-01-01 14:31:57,4713953334662818816,0.000000
2015-01-01 14:33:28,4962735749482859520,0.000000
2015-01-01 14:33:25,5845027223623486464,0.000000
2015-01-01 14:34:11,6781489580868239360,7.546933
2015-01-01 14:34:52,7915618784083451904,0.000000
2015-01-01 14:34:27,4121391798126577664,13.615429
2015-01-01 14:34:27,4917389021088514048,0.000000
2015-01-01 14:35:04,1662122859350440960,7.542026
2015-01-01 14:34:58,4140629392244560896,13.159611
2015-01-01 14:35:53,8712076754807014400,0.000000
2015-01-01 14:37:08,3014680360441951232,0.000000
2015-01-01 14:36:25,2769158589148559360,6.327656
2015-01-01 14:37:33,3446685027846093824,0.000000
2015-01-01 14:37:24,5591667232817900544,14.379289
2015-01-01 14:37:55,4625104215597689856,0.000000
2015-01-01 14:37:38,7586694402195310592,10.587798
2015-01-01 14:39:23,1314403828875060224,0.000000
2015-01-01 14:39:26,7498087566410862592,0.000000
2015-01-01 14:40:12,352359301402041344,0.000000
2015-01-01 14:40:39,5098115143380933632,0.000000
2015-01-01 14:42:33,8644262935815490560,8.452648
2015-01-01 14:43:08,7193743971134923776,0.000000
2015-01-01 14:43:07,905632126401293312,0.000000
2015-01-01 14:45:04,5565078277991801856,10.548138
2015-01-01 14:45:02,7291077566123888640,0.000000
2015-01-01 14:45:07,6514697187093778432,7.305476
2015-01-01 14:47:33,6082053000907389952,0.000000
2015-01-01 14:47:47,4261403257668262912,9.372957
2015-01-01 14:47:04,5957867539665433600,11.961504
2015-01-01 14:48:02,8623054135838041088,0.000000
2015-01-01 14:48:14,5167123535762191360,5.276870
2015-01-01 14:48:51,6724763207312761856,0.000000
2015-01-01 14:49:14,8435915106788781056,0.000000
2015-01-01 14:49:28,7663676655096947712,9.681399
2015-01-01 14:49:52,2786143083036008448,7.262755
2015-01-01 14:50:29,2740560117968857088,0.000000
2015-01-01 14:50:49,6782704650549704704,13.031532
2015-01-01 14:51:08,8819740454091098112,11.165602
2015-01-01 14:52:03,4507642073477522432,0.000000
2015-01-01 14:53:18,5287184499374255104,10.982335
2015-01-01 14:52:40,949463849256194048,0.000000
2015-01-01 14:52:55,2685489689515486208,0.000000
2015-01-01 14:54:20,670486134671115264,8.135649
2015-01-01 14:55:41,3821917125138731008,14.441568
2015-01-01 14:55:56,7786197627554739200,7.401464
2015-01-01 14:55:52,246599319315810304,14.989903
2015-01-01 14:56:29,71779462969279488,0.000000
2015-01-01 14:57:49,3632950019013200896,10.894213
2015-01-01 15:00:42,5304714122469915648,0.000000
2015-01-01 15:02:05,692112602944142336,0.000000
2015-01-01 15:02:50,5775844822399851520,6.643385
2015-01-01 15:02:42,4843598804139821056,8.150145
2015-01-01 15:03:17,397936015733697536,0.000000
2015-01-01 15:04:22,5340912117328794624,0.000000
2015-01-01 15:03:56,3685864363860773888,0.000000
2015-01-01 15:04:56,6685000764652792832,0.000000
2015-01-01 15:04:43,3505709110620538880,0.000000
2015-01-01 15:04:55,8612996626278234112,0.000000
2015-01-01 15:04:54,5381988245915197440,8.215240
2015-01-01 15:05:37,2646550070067445760,0.000000
2015-01-01 15:06:57,5074950095879717888,0.000000
2015-01-01 15:06:53,1756304449183237120,0.000000
2015-01-01 15:09:41,2727733243412146176,0.000000
2015-01-01 15:10:08,2685998317161785344,0.000000
2015-01-01 15:10:44,7771884771720213504,0.000000
2015-01-01 15:11:14,6314344283538466816,9.465397
2015-01-01 15:11:37,7345274621345527808,0.000000
2015-01-01 15:12:07,5424114546721822720,14.973828
2015-01-01 15:13:00,1257945739140638720,8.189153
2015-01-01 15:13:32,7068321970423752704,13.463276
2015-01-01 15:13:20,4452382937506991104,9.377342
2015-01-01 15:14:11,8206325889574784000,0.000000
2015-01-01 15:14:31,717362900056597504,0.000000
2015-01-01 15:14:31,3454486890577081344,7.073089
2015-01-01 15:14:35,5343667823727996928,0.000000
2015-01-01 15:15:15,8998137708550880256,0.000000
2015-01-01 15:15:55,6736193470889340928,0.000000
2015-01-01 15:16:12,4621650945554293760,8.144482
2015-01-01 15:16:31,6697333235743230976,7.887592
2015-01-01 15:16:33,7767423871918889984,0.000000
2015-01-01 15:17:06,3333180015895402496,9.005395
2015-01-01 15:16:52,8466212875904992256,12.785509
2015-01-01 15:17:32,4757397997236984832,10.617202
2015-01-01 15:17:40,2535877302561093632,0.000000
2015-01-01 15:18:28,6372401377795768320,0.000000
2015-01-01 15:18:17,3753361955163137024,8.690167
2015-01-01 15:18:34,7893661897315690496,14.344681
2015-01-01 15:18:47,4136252999293289472,13.111706
2015-01-01 15:19:33,7581300252629125120,12.074959
2015-01-01 15:19:37,1848448027683629056,14.464473
2015-01-01 15:20:45,3907506976386111488,0.000000
2015-01-01 15:20:45,2391497829429622784,5.240082
2015-01-01 15:20:57,7476842871772819456,5.633697
2015-01-01 15:22:27,3760541210811520000,0.000000
2015-01-01 15:22:44,8852476274531551232,9.030637
2015-01-01 15:22:51,6935804633227891712,13.862628
2015-01-01 15:22:58,2931218318579033088,9.971717
2015-01-01 15:23:41,2986787771700143104,8.178022
2015-01-01 15:23:52,1542263051329454080,0.000000
2015-01-01 15:25:05,4457262020563703808,13.410441
2015-01-01 15:26:01,8665626223042241536,0.000000
2015-01-01 15:26:31,2219426777418739712,9.213882
2015-01-01 15:26:54,8976648702924484608,0.000000
2015-01-01 15:26:31,5650552724815055872,0.000000
2015-01-01 15:27:27,8816362139209981952,0.000000
2015-01-01 15:26:52,885450422458921984,14.011979
2015-01-01 15:30:03,7381645263309551616,7.294828
2015-01-01 15:29:30,3175131416196659200,7.644619
2015-01-01 15:30:09,5978025646598362112,9.105263
2015-01-01 15:30:53,1149385966395756544,9.610567
2015-01-01 15:33:20,6460309771945445376,0.000000
2015-01-01 15:31:33,3850205410990926848,13.860129
2015-01-01 15:32:10,3485473291618818048,0.000000
2015-01-01 15:32:41,8190971934909722624,0.000000
2015-01-01 15:33:22,3779501623741886464,14.671680
2015-01-01 15:33:21,2112109901413634048,0.000000
2015-01-01 15:33:40,566048642579594240,6.631184
2015-01-01 15:34:20,542427885080346624,0.000000
2015-01-01 15:35:20,2098821257563105280,13.770069
2015-01-01 15:35:11,8347413495647024128,5.289035
2015-01-01 15:35:39,3492150825084234752,8.481728
2015-01-01 15:36:50,5804288483627621376,0.000000
2015-01-01 15:37:25,8934619905247073280,0.000000
2015-01-01 15:37:45,1023796487059826688,0.000000
2015-01-01 15:38:13,2344525156102274048,11.840264
2015-01-01 15:38:55,5729313466383808512,14.419598
2015-01-01 15:39:18,8119269136188790784,12.770614
2015-01-01 15:40:17,3125713817183368192,9.759176
2015-01-01 15:40:45,4048785893243186176,12.124844
2015-01-01 15:41:04,6492722660139515904,9.431131
2015-01-01 15:41:25,7027138620430040064,12.226672
2015-01-01 15:41:45,3713162751434243072,12.185518
2015-01-01 15:41:53,2135177286494724096,0.000000
2015-01-01 15:44:38,6547985285358519296,5.805354
2015-01-01 15:44:44,4284071692705092608,0.000000
2015-01-01 15:45:21,3248068358219619328,0.000000
2015-01-01 15:45:17,653035518157911040,0.000000
2015-01-01 15:47:31,6297073998078921728,0.000000
2015-01-01 15:48:28,2528204109713953792,7.128581
2015-01-01 15:48:39,1585677608176550912,0.000000
2015-01-01 15:50:25,7187689684596569088,0.000000
2015-01-01 15:50:02,3330208009874480128,10.622513
2015-01-01 15:51:38,2349752714853141504,0.000000
2015-01-01 15:51:56,603757306131018752,0.000000
2015-01-01 15:52:52,4550620170136130560,12.401363
2015-01-01 15:53:02,1045135003472135168,0.000000
2015-01-01 15:54:19,135275722221868032,9.196674
2015-01-01 15:55:00,4450977791738471424,0.000000
2015-01-01 15:57:10,2719628070577587200,5.491128
2015-01-01 15:57:15,8125760136374542336,13.582233
2015-01-01 15:58:39,165321525166986240,14.178632
2015-01-01 15:58:56,7530970763928279040,14.088875
2015-01-01 15:59:15,348523709695620096,13.492824
2015-01-01 16:00:21,633301286643668992,5.286802
2015-01-01 16:00:03,6611193278744709120,0.000000
2015-01-01 16:00:10,7676295719719548928,0.000000
2015-01-01 16:00:54,4355717551289866240,6.374962
2015-01-01 16:01:10,2228869378865061888,6.273641
2015-01-01 16:03:04,1316013228019759104,5.096544
2015-01-01 16:02:17,6308250522968488960,13.782210
2015-01-01 16:02:27,2876305868074411008,0.000000
2015-01-01 16:04:13,4280990845526547456,12.558080
2015-01-01 16:04:31,5135954003991883776,0.000000
2015-01-01 16:04:25,6993709528987414528,9.166617
2015-01-01 16:07:15,4266067810155091968,0.000000
2015-01-01 16:07:59,4599003047933647872,0.000000
2015-01-01 16:09:10,7907578777548267520,8.843345
2015-01-01 16:10:28,5366699987434692608,0.000000
2015-01-01 16:10:17,6106567720734329856,0.000000
2015-01-01 16:10:46,4448774873898449920,0.000000
2015-01-01 16:13:45,8903331158459596800,0.000000
2015-01-01 16:14:50,5489158738352046080,0.000000
2015-01-01 16:14:19,7558699541675355136,0.000000
2015-01-01 16:14:27,8240438552626030592,0.000000
2015-01-01 16:15:31,5999416120529124352,0.000000
2015-01-01 16:15:05,1612743080330022912,0.000000
2015-01-01 16:15:17,6098791801646220288,0.000000
2015-01-01 16:15:48,8407484794622004224,0.000000
2015-01-01 16:17:01,6693827864738519040,11.273656
2015-01-01 16:16:40,8166440346368269312,7.173354
2015-01-01 16:17:42,4669979766741001216,0.000000
2015-01-01 16:17:44,2439293156134886400,7.635794
2015-01-01 16:20:03,8641940933019820032,5.701251
2015-01-01 16:19:54,8741772639169069056,7.906719
2015-01-01 16:20:14,4741250906447385600,0.000000
2015-01-01 16:20:35,5387311889144520704,0.000000
2015-01-01 16:20:54,6148100635290547200,0.000000
2015-01-01 16:21:38,3686277581053276160,10.754055
2015-01-01 16:22:23,8188481646676144128,0.000000
2015-01-01 16:22:44,4571190275711893504,13.385569
2015-01-01 16:23:06,8037585258369806336,0.000000
2015-01-01 16:24:35,7793687954979311616,0.000000
2015-01-01 16:25:15,7221384743357270016,7.143498
2015-01-01 16:24:59,6719825097922706432,10.343170
2015-01-01 16:25:50,8577897861147435008,0.000000
2015-01-01 16:26:20,953569000440952832,14.570184
2015-01-01 16:26:34,7002844463133946880,13.862066
2015-01-01 16:27:30,3856970597166036992,12.764946
2015-01-01 16:27:29,5588487488092434432,13.681037
2015-01-01 16:28:13,2472423089360060416,9.330664
2015-01-01 16:28:27,155071505626021888,13.590251
2015-01-01 16:28:25,5368914033192382464,10.598565
2015-01-01 16:29:28,7587366113731851264,13.992374
2015-01-01 16:29:38,4914061397506201600,7.282748
2015-01-01 16:30:09,8316438132904238080,6.287398
2015-01-01 16:31:08,7815200808712540160,12.979195
2015-01-01 16:31:40,8642830445271319552,0.000000
2015-01-01 16:31:38,4816027410295909376,13.474479
2015-01-01 16:31:40,8732240334579021824,13.521254
2015-01-01 16:32:16,8622996283919758336,0.000000
2015-01-01 16:33:19,8511611718352318464,8.986641
2015-01-01 16:32:57,6433909687637723136,9.647284
2015-01-01 16:33:43,8410953034694759424,0.000000
2015-01-01 16:33:23,2396623955022071808,0.000000
2015-01-01 16:35:14,9162802425847135232,0.000000
2015-01-01 16:35:27,8589344391054713856,14.044687
2015-01-01 16:35:34,5714519164399685632,0.000000
2015-01-01 16:35:55,7366279504980447232,0.000000
2015-01-01 16:38:22,3271552735662906368,10.720666
2015-01-01 16:38:57,1428224968186022912,0.000000
2015-01-01 16:39:02,4592622834553590784,11.574082
2015-01-01 16:39:55,7871326484634334208,0.000000
2015-01-01 16:40:38,6556510572536894464,0.000000
2015-01-01 16:43:57,4107624969838023680,0.000000
2015-01-01 16:44:05,5614195456762039296,0.000000
2015-01-01 16:44:45,7361228174922349568,14.623971
2015-01-01 16:44:57,4374748885095217152,0.000000
2015-01-01 16:45:30,8449653286003175424,0.000000
2015-01-01 16:46:30,4754429812122972160,0.000000
2015-01-01 16:46:08,126436001677634560,0.000000
2015-01-01 16:46:27,7998081620034627584,0.000000
2015-01-01 16:46:17,3963499588203867136,12.329638
2015-01-01 16:47:17,4273936474796005376,0.000000
2015-01-01 16:47:40,956435123247203328,10.926931
2015-01-01 16:48:30,4952764145942614016,0.000000
2015-01-01 16:48:07,6075475486578001920,0.000000
2015-01-01 16:48:20,5615747472550548480,14.935235
2015-01-01 16:48:20,1142148584285167616,0.000000
2015-01-01 16:49:23,3658694894292826112,11.450436
2015-01-01 16:51:42,6874726852710995968,0.000000
2015-01-01 16:52:06,6123718978575730688,0.000000
2015-01-01 16:52:34,3001648816393947136,7.430362
